doc,arquivo,contexto_id,categoria,trecho,termos_vizinhos
PDI_UFJF,PDI UFJF.pdf,187,indefinido,"realizar reformas e obras para renovação, manutenção e adequação dos equipamentos culturais da ufjf o que será feito?","realizar, reformas, obras, renovação, manutenção, adequação, equipamentos, ufjf"
PDI_UFJF,PDI UFJF.pdf,188,indefinido,sua vasta e contínua atuação no campo da cultura.,"vasta, contínua, atuação, campo"
PDI_UFJF,PDI UFJF.pdf,189,academica_formativa,"são mais de anos de contribuição, sobretudo para a formação musical e para a pesquisa e a divulgação da música colonial brasi leira e da música antiga, trabalho cuja principal vitrine, ao longo de edições, tem galeria renato de almeida –, a instituição se abre para acolher outras manifestações culturais, proporcionando a artistas e produtores locais a oportunidade de apresentarem suas obras em dois espaços amplos em pleno centro, na principal avenida de juiz de fora.","música, principal, são, mais, anos, contribuição, sobretudo, formação"
PDI_UFJF,PDI UFJF.pdf,190,artistica_patrimonial,"a continuidade dessa reforma se faz necessária, pois o fechamento desse importante espaço cultural está impactando negativamente a vida cultural e artística da cidade, uma vez que suas características sempre foram a de abraçar as produções locais, promover intercâmbio artístico e cultural e atuar na formação de público de cultura na cidade.","cidade, continuidade, dessa, reforma, faz, necessária, pois, fechamento"
PDI_UFJF,PDI UFJF.pdf,191,indefinido,a definir (sujeito a disponibilidade orçamentária) implementar normativos e um fórum setorial de cultura na ufjf com vistas à formalização de uma política cultural e transparência de suas ações para o público acadêmico e externo.,"definir, sujeito, disponibilidade, orçamentária, implementar, normativos, fórum, setorial"
PDI_UFJF,PDI UFJF.pdf,192,organizacional_gestao,"fortalecer os espaços culturais da procult, regulamentando e atualizando os seus regimentos, valorizando as gestões e os gestores dos locais.","fortalecer, espaços, procult, regulamentando, atualizando, regimentos, valorizando, gestões"
PDI_UFJF,PDI UFJF.pdf,193,indefinido,assegurar os atuais cargos de direção dos setores culturais e consolidar a gratificação de funções para todos os diretores dos equipamentos de cultura da ufjf.,"assegurar, atuais, cargos, direção, setores, consolidar, gratificação, funções"
PDI_UFJF,PDI UFJF.pdf,194,indefinido,"fórmula de cálculo (ee/ep) x interpretação do cálculo a capacidade de desenvolvimento da ação será medida considerando origem dos dados pró-reitoria de cultura encontros com periodicidade de, no mínimo, um encontro por mês.","cálculo, fórmula, ee, ep, x, interpretação, capacidade, desenvolvimento"
PDI_UFJF,PDI UFJF.pdf,195,indefinido,fórmula de cálculo (ee/ep) x interpretação do cálculo a capacidade de desenvolvimento da ação será medida considerando origem dos dados pró-reitoria de cultura resultado previsto implementação e/ou atualização de todos os regimentos dos espaços culturais da pró -reitoria de cultura;,"cálculo, pró, reitoria, fórmula, ee, ep, x, interpretação"
PDI_UFJF,PDI UFJF.pdf,196,indefinido,origem dos dados pró-reitoria de cultura resultado previsto medir a quantidade de integralizações que foram consolidadas no período de ano.,"origem, dados, pró, reitoria, resultado, previsto, medir, quantidade"
PDI_UFJF,PDI UFJF.pdf,197,indefinido,"origem dos dados pró-reitoria de cultura resultado previsto completar a implementação da proposta, até .","origem, dados, pró, reitoria, resultado, previsto, completar, implementação"
PDI_UFJF,PDI UFJF.pdf,198,indefinido,pró-reitoria de cultura.,"pró, reitoria"
PDI_UFJF,PDI UFJF.pdf,199,indefinido,reuniões para definição dos normativos de implementação do fórum de diretores de cultura;,"reuniões, definição, normativos, implementação, fórum, diretores"
PDI_UFJF,PDI UFJF.pdf,200,indefinido,- assegurar os atuais cargos de direção dos setores culturais e consolidar a gratificação de funções para todos os diretores dos equipamentos de cultura da ufjf.,"assegurar, atuais, cargos, direção, setores, consolidar, gratificação, funções"
PDI_UFJF,PDI UFJF.pdf,201,indefinido,implementação e/ou atualização de todos os regimentos dos espaços culturais da pró -reitoria de cultura;,"implementação, atualização, todos, regimentos, espaços, pró, reitoria"
PDI_UFJF,PDI UFJF.pdf,202,indefinido,"para valorizar os espaços culturais, instrumentalizando e formalizando os seus planos de ação e o desenvolvimento de suas potencialidades.","valorizar, espaços, instrumentalizando, formalizando, planos, ação, desenvolvimento, potencialidades"
PDI_UFJF,PDI UFJF.pdf,203,indefinido,pró-reitoria de cultura.,"pró, reitoria"
PDI_UFJF,PDI UFJF.pdf,204,indefinido,abertura de fóruns de discussão em todos os espaços culturais para que haja atualização do seu regimento e consequente criação de minuta para apreciação do consu;,"abertura, fóruns, discussão, todos, espaços, haja, atualização, regimento"
PDI_UFJF,PDI UFJF.pdf,205,indefinido,realização de reuniões para estabelecimento de política cultural integrada para fortalecimento conjunto de todos os espaços.,"realização, reuniões, estabelecimento, política, integrada, fortalecimento, conjunto, todos"
PDI_UFJF,PDI UFJF.pdf,206,indefinido,para fortalecimento das políticas culturais institucionais da ufjf.,"fortalecimento, políticas, institucionais, ufjf"
PDI_UFJF,PDI UFJF.pdf,207,artistica_patrimonial,setores onde encontraremos museus e grupos artísticos não ligados à pró-reitoria de cultura.,"setores, onde, encontraremos, museus, grupos, artísticos, não, ligados"
PDI_UFJF,PDI UFJF.pdf,208,indefinido,"em seguida, instauração de uma equipe múltipla que represente todos os espaços para discussões e estabelecimento de uma política cultural que integre os setores e haja intercâmbio de ideias e projetos.","seguida, instauração, equipe, múltipla, represente, todos, espaços, discussões"
PDI_UFJF,PDI UFJF.pdf,209,indefinido,"realizar um concurso de propostas culturais entre os membros da comunidade acadêmica, promovendo, ao final do processo, uma mostra cultural com os projetos premiados e os mais bem avaliados.","realizar, concurso, propostas, membros, comunidade, acadêmica, promovendo, final"
PDI_UFJF,PDI UFJF.pdf,210,indefinido,"responsável pela coleta pró-reitoria de cultura resultado previsto ao menos cinco agendas realizadas em um ou mais espaços museais da pró -reitoria de cul tura, com perspectiva de realização de ações presenciais que possibilitem o acesso do público ao evento.","pró, reitoria, responsável, coleta, resultado, previsto, menos, cinco"
PDI_UFJF,PDI UFJF.pdf,211,indefinido,cultura.,
PDI_UFJF,PDI UFJF.pdf,212,indefinido,responsável pela coleta pró-reitoria de cultura.,"responsável, coleta, pró, reitoria"
PDI_UFJF,PDI UFJF.pdf,213,indefinido,"responsável pela coleta pró-reitoria de cultura resultado previsto alto número de eventos realizados, com perspectiva de ações presenciais que possibilitem o acesso do público ao evento.","responsável, coleta, pró, reitoria, resultado, previsto, alto, número"
PDI_UFJF,PDI UFJF.pdf,214,indefinido,evento e a pró-reitoria de cultura.,"evento, pró, reitoria"
PDI_UFJF,PDI UFJF.pdf,215,indefinido,"realizar produções culturais em parceria com instituições nacionais e/ou internacionais, públicas e/ou privadas.","realizar, produções, parceria, instituições, nacionais, internacionais, públicas, privadas"
PDI_UFJF,PDI UFJF.pdf,216,organizacional_gestao,"que reúnem centros culturais e de memória de todo o brasil com o objetivo comum de realizar programações especiais que dialoguem sobre a importância da prevenção, da gestão e da manutenção dos participaram das edições de ambas as programações.","programações, reúnem, centros, memória, todo, brasil, objetivo, comum"
PDI_UFJF,PDI UFJF.pdf,217,indefinido,cultura visa a participar das próximas edições da primavera de espaços museais que a integram:,"visa, participar, próximas, edições, primavera, espaços, museais, integram"
PDI_UFJF,PDI UFJF.pdf,218,artistica_patrimonial,"a pró-reitoria de cultura da ufjf, por meio de seus espaços museais credenciados para a ocasião, estará com uma série de atividades de museus, ambas promovidas pelo ibram, com entrad a franca.","pró, reitoria, ufjf, meio, espaços, museais, credenciados, ocasião"
PDI_UFJF,PDI UFJF.pdf,219,indefinido,"o rol de instituições participantes, vai ao encontro da necessária conexão que deve ser estabelecida nesse momento em que as instituições museais brasileiras devem estar unidas sob o propósito indispensável de divulgar a cultura e o conhecimento, bem como de fomentar a ampliação do acesso aos espaços museais e às diversas manifestações culturais neles desenvolvidas.","instituições, museais, rol, participantes, vai, encontro, necessária, conexão"
PDI_UFJF,PDI UFJF.pdf,220,indefinido,"realizar produções culturais em parceria com instituições nacionais e/ou internacionais, públicas e/ou privadas.","realizar, produções, parceria, instituições, nacionais, internacionais, públicas, privadas"
PDI_UFJF,PDI UFJF.pdf,221,artistica_patrimonial,"promover a manutenção e a realização desse patrimônio imaterial de brasileira e música antiga e dar continuidade às exigências concomitantemente à realização do festival, promover a realização das próximas edições do encontro de musicologia histórica, evento tradicional que movimenta pesquisadores na área da cultura ligada à música histórica.","realização, promover, música, histórica, manutenção, desse, patrimônio, imaterial"
PDI_UFJF,PDI UFJF.pdf,222,indefinido,"com a participação de pesquisadores com relevantes contribuições sobre o tema da edição, o evento costuma contar com três mesas -redondas, cada qual dedicada a um dos períodos da parcerias com espaços culturais no âmbito do município para a quando será feito?","participação, pesquisadores, relevantes, contribuições, sobre, tema, edição, evento"
PDI_UFJF,PDI UFJF.pdf,223,indefinido,"realizar produções culturais em parceria com instituições nacionais e/ou internacionais, públicas e/ou privadas.","realizar, produções, parceria, instituições, nacionais, internacionais, públicas, privadas"
PDI_UFJF,PDI UFJF.pdf,224,academica_formativa,"todo o trabalho visa a contribuir, principalmente, para estimular entre os estudantes a maior produção e fruição de produtos culturais, já que, uma vez que ingressaram no ensino superior, muitos deles não conseguem priorizar tempo para atividades culturais .","todo, trabalho, visa, contribuir, principalmente, estimular, estudantes, maior"
PDI_UFJF,PDI UFJF.pdf,225,artistica_patrimonial,"em pesquisa realizada entre e , foi diagnosticado que % dos estudantes da ufjf -gv tinham o hábito de participarem de cursos e atividades na área artístico -cultural na infância.","pesquisa, realizada, diagnosticado, estudantes, ufjf, gv, tinham, hábito"
PDI_UFJF,PDI UFJF.pdf,226,indefinido,"na época, apenas % disseram ter tempo de praticar ou ir a projetos culturais.","época, apenas, disseram, ter, tempo, praticar, ir, projetos"
PDI_UFJF,PDI UFJF.pdf,227,artistica_patrimonial,"na expectativa de estimular aqueles que conseguem manter o contato com a arte e também fomentar o interesse de outros estudantes pelo assunto, é que se propõe o projeto conexão, que visa a premiar boas propostas no campo artístico -cultural e realizar uma mostra com os projetos premiados e também com os mais bem pontuados.","também, expectativa, estimular, aqueles, conseguem, manter, contato, arte"
PDI_UFJF,PDI UFJF.pdf,228,artistica_patrimonial,o conexão visa a fomentar o interesse e a participação dos estudantes em ações de arte e cultura.,"conexão, visa, fomentar, interesse, participação, estudantes, ações, arte"
PDI_UFJF,PDI UFJF.pdf,229,artistica_patrimonial,"o projeto contemplará a estruturação de um edital simples, em que estudantes e servidores vão inscrever propostas nas diferentes áreas de arte e cultura.","projeto, contemplará, estruturação, edital, simples, estudantes, servidores, vão"
PDI_UFJF,PDI UFJF.pdf,230,academica_formativa,serão levadas em c onsideração as propostas que prezem pela pluralidade e que tiverem maior impacto na formação de público para a área cultural.,"serão, levadas, c, onsideração, propostas, prezem, pluralidade, tiverem"
PDI_UFJF,PDI UFJF.pdf,231,indefinido,"após o lançamento do edital e seleção dos projetos, será alugado um espaço e contratada uma estrutura de som para a realização de uma mostra cultural, onde serão apresentados os projetos ganhadores e também serão convidados outros projetos bem avaliados pelos pareceristas.","projetos, serão, após, lançamento, edital, seleção, será, alugado"
PDI_UFJF,PDI UFJF.pdf,232,indefinido,"o evento terá também a participação de outros trabalhos realizados pela ufjf -gv no campo cultural, como o projeto história em movimento, que conta a história do campus avançado através de fotografias e vídeos.","história, evento, terá, também, participação, outros, trabalhos, realizados"
PDI_UFJF,PDI UFJF.pdf,233,indefinido,essa entrega contará com a presença de um representante da pró-reitoria de cultura e da direção geral da quanto custará?,"essa, entrega, contará, presença, representante, pró, reitoria, direção"
PDI_UFJF,PDI UFJF.pdf,234,artistica_patrimonial,"com o objetivo de estimular a fruição de arte e cultura entre os universitários, além de ampliar a integração da comunidade acadêmica com a comunidade externa, através do canto coral.","comunidade, objetivo, estimular, fruição, arte, universitários, além, ampliar"
PDI_UFJF,PDI UFJF.pdf,235,academica_formativa,promover formação de público de cultura.,"promover, formação, público"
PDI_UFJF,PDI UFJF.pdf,236,indefinido,ampliar e diversificar ações do coral ufjf no processo de construção de cidadania e de enriquecimento da produção cultural local e regional;,"ampliar, diversificar, ações, coral, ufjf, processo, construção, cidadania"
PDI_UFJF,PDI UFJF.pdf,237,indefinido,"cultura, tem entre seus objetivos a divulgação da prod ução musical regional, nacional e internacional e o estímulo à produção e ao desenvolvimento musicais na comunidade acadêmica.","tem, objetivos, divulgação, prod, ução, musical, regional, nacional"
PDI_UFJF,PDI UFJF.pdf,238,indefinido,pró-reitoria de cultura quem fará?,"pró, reitoria, quem, fará"
PDI_UFJF,PDI UFJF.pdf,239,indefinido,pró-reitoria de cultura quando será feito?,"pró, reitoria, quando, será, feito"
PDI_UFJF,PDI UFJF.pdf,240,indefinido,• realizar parceria com centros culturais e instituições culturais para intercâmbio e troca de experiências;,"realizar, parceria, centros, instituições, intercâmbio, troca, experiências"
PDI_UFJF,PDI UFJF.pdf,241,indefinido,• pesquisar e inscrever o coral em editais de atuação cultural.,"pesquisar, inscrever, coral, editais, atuação"
PDI_UFJF,PDI UFJF.pdf,242,artistica_patrimonial,"a ufjf-gv tem se empenhado em contribuir para o desenvolvimento sociocultural do vale do rio doce através da execução, junto à sua comunidade acadêmica e externa, de ações no âmbito artístico - cultural.","ufjf, gv, tem, empenhado, contribuir, desenvolvimento, sociocultural, vale"
PDI_UFJF,PDI UFJF.pdf,243,academica_formativa,"as atividades buscam também auxiliar na formação in tegral dos estudantes, tendo como premissa a ideia de que, além da formação técnica, é possível que o ensino superior contribua ou amplie a formação cultural das pessoas.","formação, atividades, buscam, também, auxiliar, in, tegral, estudantes"
PDI_UFJF,PDI UFJF.pdf,244,artistica_patrimonial,"entre os trabalhos propostos pela ufjf-gv, que visa a estimular a prática e a fruição tanto de atividades artístico -culturais quanto de integração, está o coral universitário, que nasceu entre e .","trabalhos, propostos, ufjf, gv, visa, estimular, prática, fruição"
PDI_UFJF,PDI UFJF.pdf,245,indefinido,"junto à produtora cultural da ufjf -gv, o bolsista e o instrutor irão definir o calendário de ações e, junto ao setor de comunicação, as pr opostas de divulgação de audições do projeto.","junto, produtora, ufjf, gv, bolsista, instrutor, irão, definir"
PDI_UFJF,PDI UFJF.pdf,246,indefinido,articulação do setor de produção cultural da ufjf -gv em relação ao projeto;,"articulação, setor, produção, ufjf, gv, relação, projeto"
PDI_UFJF,PDI UFJF.pdf,247,academica_formativa,"sob a regência de victor cassem iro, jovens estudantes de música da cidade e conta com o apoio de é fundamental a permanência do grupo e sua consolidação para que haja expansão cada vez maior da prática musical dos estudantes e ampliação da cultura musical, fundamental para a formação humana.","estudantes, fundamental, musical, sob, regência, victor, cassem, iro"
PDI_UFJF,PDI UFJF.pdf,248,academica_formativa,"é fundamental a permanência do grupo para que não haja descontinuidade dos t rabalhos, permitindo o desenvolvimento da prática musical entre os estudantes e ampliando a cultura musical, fundamental para a formação humana.","fundamental, musical, é, permanência, grupo, não, haja, descontinuidade"
PDI_UFJF,PDI UFJF.pdf,249,indefinido,", em computadores e mobiliário (de acordo com disponibilidade orçamentária) objetivo o1 desenvolver e fomentar ações de cultura e esporte no âmbito da assistência estudantil da ufjf.","computadores, mobiliário, acordo, disponibilidade, orçamentária, objetivo, desenvolver, fomentar"
PDI_UFJF,PDI UFJF.pdf,250,indefinido,construir parcerias com os equipamentos de cultura e esporte da ufjf.,"construir, parcerias, equipamentos, esporte, ufjf"
PDI_UFJF,PDI UFJF.pdf,251,indefinido,abrir edital para financiamento de projetos de promoção de cultura e esporte direcionados para a assistência estudantil na ufjf.,"abrir, edital, financiamento, projetos, promoção, esporte, direcionados, assistência"
PDI_UFJF,PDI UFJF.pdf,252,indefinido,número de estudantes contemplados pelas parcerias com os equipamentos de cultura e esporte.,"número, estudantes, contemplados, parcerias, equipamentos, esporte"
PDI_UFJF,PDI UFJF.pdf,253,indefinido,número de parcerias formalizadas com os equipamentos de cultura e esporte.,"número, parcerias, formalizadas, equipamentos, esporte"
PDI_UFJF,PDI UFJF.pdf,254,indefinido,número de projetos financiados pelos editais de promoção da cultura e do esporte para a assistência estudantil.,"número, projetos, financiados, editais, promoção, esporte, assistência, estudantil"
PDI_UFJF,PDI UFJF.pdf,255,indefinido,nome do indicador número de estudantes contemplados pelas parcerias com os equipamentos de cultura e esporte.,"nome, indicador, número, estudantes, contemplados, parcerias, equipamentos, esporte"
PDI_UFJF,PDI UFJF.pdf,256,indefinido,o que será medido o número de estudantes beneficiados pelas parcerias estabelecidas com os equipamentos de cultura e esporte da ufjf.,"será, medido, número, estudantes, beneficiados, parcerias, estabelecidas, equipamentos"
PDI_UFJF,PDI UFJF.pdf,257,indefinido,"interpretação do cálculo quanto maior o número de estudantes beneficiados, maior é a difusão da cultura e do esporte na assistência estudantil.","maior, interpretação, cálculo, quanto, número, estudantes, beneficiados, é"
PDI_UFJF,PDI UFJF.pdf,258,indefinido,o que será medido o número de parcerias formalizadas com os equipamentos de cultura fórmula de cálculo não há.,"será, medido, número, parcerias, formalizadas, equipamentos, fórmula, cálculo"
PDI_UFJF,PDI UFJF.pdf,259,indefinido,"interpretação do cálculo quanto maior o número de parcerias formalizadas, maior é a possibilidade de acesso e difusão da cultura e do esporte na assistência estudantil da ufjf.","maior, interpretação, cálculo, quanto, número, parcerias, formalizadas, é"
PDI_UFJF,PDI UFJF.pdf,260,indefinido,o que será medido o número de projetos financiados pelos editais de promoção da cultura e do esporte para a assistência estudantil.,"será, medido, número, projetos, financiados, editais, promoção, esporte"
PDI_UFJF,PDI UFJF.pdf,261,indefinido,"interpretação do cálculo quanto maior o número de projetos inscritos e financiados pelos editais, maior é a promoção da cultura e do esporte no âmbito da assistência estudantil da ufjf e consequentemente maior é o acesso dos estudantes.","maior, é, interpretação, cálculo, quanto, número, projetos, inscritos"
PDI_UFJF,PDI UFJF.pdf,262,indefinido,nome do indicador número de estudantes contemplados pelos projetos financiados nos editais de promoção de cultura e esporte.,"nome, indicador, número, estudantes, contemplados, projetos, financiados, editais"
PDI_UFJF,PDI UFJF.pdf,263,indefinido,o que será medido o número de estudantes contemplados pelos projetos financiados nos editais de promoção de cultura e esporte.,"será, medido, número, estudantes, contemplados, projetos, financiados, editais"
PDI_UFJF,PDI UFJF.pdf,264,indefinido,parceria com os equipamentos de cultura e esporte da ufjf para o acesso dos estudantes beneficiários da assistência estudantil por meio de cotas de entrada e de utilização dos equipamentos.,"equipamentos, parceria, esporte, ufjf, acesso, estudantes, beneficiários, assistência"
PDI_UFJF,PDI UFJF.pdf,265,indefinido,"e estabelece em seu artigo 3º, parágrafo 1º, incisos vi e vii, que a cultura e esporte são áreas que devem ser contempladas n a política de assistência estudantil.","estabelece, artigo, parágrafo, incisos, vi, vii, esporte, são"
PDI_UFJF,PDI UFJF.pdf,266,indefinido,"reunir os equipamentos de cultura, esporte, unidades acadêmicas e administrativas para exposição da demanda;","reunir, equipamentos, esporte, unidades, acadêmicas, administrativas, exposição, demanda"
PDI_UFJF,PDI UFJF.pdf,267,indefinido,financiar por meio de edital projetos de promoção de cultura e esporte propostos pela comunidade acadêmica e direcionados para os beneficiários da assistência estudantil na ufjf.,"financiar, meio, edital, projetos, promoção, esporte, propostos, comunidade"
PDI_UFJF,PDI UFJF.pdf,268,indefinido,"e estabelece em seu artigo 3º, parágrafo 1º, incisos vi e vii, que a cultura e esporte são áreas que devem ser contempladas na política de assistência estudantil.","estabelece, artigo, parágrafo, incisos, vi, vii, esporte, são"
PDI_UFJF,PDI UFJF.pdf,269,indefinido,abertura de edital anual para o recebimento de propostas e projetos de promoção de cultura e esporte.,"abertura, edital, anual, recebimento, propostas, projetos, promoção, esporte"
PDI_UFJF,PDI UFJF.pdf,270,indefinido,- promover o evento cultura sem fronteiras indicadores da m2.,"promover, evento, fronteiras, indicadores, m"
PDI_UFJF,PDI UFJF.pdf,271,indefinido,promover o evento cultura sem fronteiras por que será feito?,"promover, evento, fronteiras, será, feito"
PDI_UFJF,PDI UFJF.pdf,272,artistica_patrimonial,a arte e a cultura afro -brasileira.,"arte, afro, brasileira"
PDI_UFJF,PDI UFJF.pdf,273,diversidade_inclusao,"sem custo financeiro previsto objetivo conscientização de servidores e estudantes da comunidade ufjf através de programas e ações de caráter pedagógico e permanente com respeito a promoção e garantia dos direitos humanos, bem como defesa e difusão de uma cultura de tolerância, do respeito aos direitos fundamentais, promovendo uma convivência solidária, ética e pacífica.","respeito, direitos, custo, financeiro, previsto, objetivo, conscientização, servidores"
PDI_UFJF,PDI UFJF.pdf,274,indefinido,"estabelecer uma cultura da cidadania na vida cotidiana na ufjf, colaborando para a construção de novas acadêmicas e institucionais mais inclusivas e democráticas.","estabelecer, cidadania, vida, cotidiana, ufjf, colaborando, construção, novas"
PDI_UFJF,PDI UFJF.pdf,275,diversidade_inclusao,"realização de campanhas e eventos, assim como desenvolver material informativo com respeito aos temas de inclusão de pessoas com deficiência, de identidade de gênero e sexualidade, aos direitos das mulheres e das pessoas lgbtqi+, de dive rsidade étnico -raciais, das culturas afro -brasileira e indígena, das relações institucionais e interpessoais de combate ao assédio, especialmente nas datas chaves para as temáticas acima.","pessoas, realização, campanhas, eventos, assim, desenvolver, material, informativo"
PDI_UFJF,PDI UFJF.pdf,276,diversidade_inclusao,"conscientização de servidores e estudantes da comunidade ufjf através de programas e ações de caráter pedagógico e permanente com respeito a promoção e garantia dos direitos humanos, bem como defesa e difusão de uma cultura de tolerância, do respeito aos direitos fundamentais, promovendo uma convivênc ia solidária, ética e pacífica.","respeito, direitos, conscientização, servidores, estudantes, comunidade, ufjf, através"
PDI_UFJF,PDI UFJF.pdf,277,indefinido,"o sistema bim demanda treinamento contínuo para atualização das equipes de projeto, para efetiva mudança da cultura projetual e atualização sobre as ferramentas e softwares que compõe esse sistema.","sistema, atualização, bim, demanda, treinamento, contínuo, equipes, projeto"
PDI_UFJF,PDI UFJF.pdf,278,indefinido,"o sistema bim demanda contínuo aprendizado e possibilita inúmeras atividades que podem ser realizadas com maior economicidade agregando a equipe de projetos, manutenção e fiscalização de obras acadêmicos de arquitetura e engenharia por meio de projetos de manutenção civil da proinf ra já conta com uma cultura exitosa de abrir editais para bolsistas e voluntários em tpg desde de .","projetos, manutenção, sistema, bim, demanda, contínuo, aprendizado, possibilita"
PDI_UFJF,PDI UFJF.pdf,279,indefinido,"o sistema bim demanda contínuo aprendizado e possibilita inúmeras atividades que podem ser realizadas com maior economicidade agregando a equipe de projetos, manutenção e fiscalização de obras acadêmicos de arquitetura e engenharia por meio de projetos de manutenção civil da proinfra já conta com uma cultura exitosa de abrir editais para bolsistas e voluntários em tpg desde de .","projetos, manutenção, sistema, bim, demanda, contínuo, aprendizado, possibilita"
PDI_UFJF,PDI UFJF.pdf,280,indefinido,"em torno de r$ mil por ano o sistema bim demanda treinamento contínuo para atualização das equipes de projeto, para efetiva mudança da cultura projetual e atualização sobre as ferramentas e softwares que compõe esse sistema.","sistema, atualização, torno, r, mil, ano, bim, demanda"
PDI_UFJF,PDI UFJF.pdf,281,indefinido,uma nova cultura de atuação dos profissionais da área no atendimento das demandas de tic na universidade.,"nova, atuação, profissionais, área, atendimento, demandas, tic"
PDI_UFJF,PDI UFJF.pdf,282,organizacional_gestao,"a política de comunicação deve estar em sintonia com os objetivos estratégicos e com a cultura organizacional e deve ser assumida por todos indistintamente, em particular por quem exerce atividades de comunicação na instituição ou participa do processo de tomada de decisões.","comunicação, deve, política, estar, sintonia, objetivos, estratégicos, organizacional"
PDI_UFJF,PDI UFJF.pdf,283,inovacao_empreendedorismo,"ao contribuir com a democratização do conhecimento científico, criase uma cultura ligada ao desenvolvimento de pesquis a e inovação, despertando o interesse das gerações mais novas pela carreira de cientista, como também se valoriza a ciência como um todo, destacando sua relevância social e de desenvolvimento do país.","desenvolvimento, contribuir, democratização, conhecimento, científico, criase, ligada, pesquis"
PDI_UFJF,PDI UFJF.pdf,284,organizacional_gestao,"imperativo legal para se implementar e tornar o processo de gestão de riscos parte da cultura da ufjf, visando o foco no cumprimento dos objetivos estratégicos quem fará?","imperativo, legal, implementar, tornar, processo, gestão, riscos, parte"
PDI_UFJF,PDI UFJF.pdf,285,organizacional_gestao,"necessidade de que os gestores estejam bem treinados, de modo a disseminar em suas unidades/setores a cultura de gestão de riscos quando será feito?","necessidade, gestores, estejam, bem, treinados, modo, disseminar, unidades"
PDI_UFJF,PDI UFJF.pdf,286,organizacional_gestao,"imperativo legal para se implementar e tornar o processo de gestão de riscos parte da cultura da ufjf, visando o foco no cumprimento dos objetivos estratégicos quem fará?","imperativo, legal, implementar, tornar, processo, gestão, riscos, parte"
PDI_UFJF,PDI UFJF.pdf,287,organizacional_gestao,"necessidade de que os gestores estejam bem treinados, de modo a disseminar em suas unidades/setores a cultura de gestão de riscos quando será feito?","necessidade, gestores, estejam, bem, treinados, modo, disseminar, unidades"
PDI_UFJF,PDI UFJF.pdf,288,organizacional_gestao,objetivo o1 promover institucionalmente a cultura de segurança da informação e estabelecer um modelo de gestão que permita a criação e a m1.,"objetivo, promover, institucionalmente, segurança, informação, estabelecer, modelo, gestão"
PDI_UFJF,PDI UFJF.pdf,289,organizacional_gestao,"necessidade de que os gestores estejam bem treinados, de modo a disseminar em suas unidades/setores a cultura de gestão de riscos quando será feito?","necessidade, gestores, estejam, bem, treinados, modo, disseminar, unidades"
PDI_UFJF,PDI UFJF.pdf,290,organizacional_gestao,"promover o desenvolvimento profissional dos servidores da instituição, especialmente dos ocupantes de cargos ou funções de confiança (tae's e/ou docentes), além de promover e incentivar a cultura de gestão por processos.","promover, desenvolvimento, profissional, servidores, instituição, especialmente, ocupantes, cargos"
PDI_UFJF,PDI UFJF.pdf,291,organizacional_gestao,"desenvolvimento profissional de servidores tae's e docentes, especialmente dos ocupantes de cargos e funções de confiança, bem como o fomento à cultura da gestão por processos, por meio de eventos e atividades presenciais e/ou virtuais (reuniões, capacitações, treinamentos, encontros, manuais de boas práticas etc.) ministrados por servidores da instituição e/ou convidados com o objetivo de atingir um público de, pelo menos, servidores anualmente até .","servidores, desenvolvimento, profissional, tae, s, docentes, especialmente, ocupantes"
PDI_UFJF,PDI UFJF.pdf,292,indefinido,apoio cultural .,apoio
PDI_UFJF,PDI UFJF.pdf,293,diversidade_inclusao,"a edificação da terceira idade possui complexos problemas de acessibilidade, tanto interna quanto nos acessos externos à rua e à casa de cultura.","edificação, terceira, idade, possui, complexos, problemas, acessibilidade, tanto"
PDI_UFLA,PDI UFLA.pdf,1,academica_formativa,"a ufla tem por finalidade precípua a melhoria das condições de vida das pessoas por meio da formação superior de cidadãos éticos com alta qualificação profissional e da produção e difusão de conhecimento filosófico, científico, cultural, tecnológico e inovador, integradas ao ensino, à pesquisa e à extensão, em harmonia e interação com a sociedade.","ufla, tem, finalidade, precípua, melhoria, condições, vida, pessoas"
PDI_UFLA,PDI UFLA.pdf,2,indefinido,"a partir de sua visão, a ufla busca ser referência nacional e internacional como universidade sócio e ambientalmente correta, integrada à sociedade, como centro de excelência na produção acadêmica, científica, tecnológica e cultural.","partir, visão, ufla, busca, referência, nacional, internacional, sócio"
PDI_UFLA,PDI UFLA.pdf,3,organizacional_gestao,"esses breves fatos e dados mostram a existência de uma cultura organizacional orientada para a formação de docentes, pesquisadores e profissionais, bem como para a produção científica e tecnológica, e revelam os principais aspectos do contexto institucional, incluindo aqueles que dizem respeito à atuação conjunta dos departamentos.","esses, breves, fatos, dados, mostram, existência, organizacional, orientada"
PDI_UFLA,PDI UFLA.pdf,4,organizacional_gestao,"agosto graduação ensino promoção de processos de interação entre universidade, sociedade e mercado, por meio de programas, projetos, cultura, tecnologia e serviços prestados sociedade parcerias técnicos administrativos terceirizada materiais e estudantes sobre a elaboração, avaliação e revisão do planejamento estratégico institucional dos órgãos e das entidades da administração pública federal integrantes do sistema de organização e pela lei nº .","sociedade, agosto, graduação, ensino, promoção, processos, interação, mercado"
